name,productUrl,image,price,priceShow,ratingScore,location
"Oppo A5s (2GB RAM, 32 GB ROM)",//www.daraz.com.np/products/oppo-a5s-2gb-ram-32-gb-rom-i103450840-s1024198201.html?search=1,https://static-01.daraz.com.np/p/4d111ece8d2c088065bbfd54f959c77d.jpg,16749.00,"Rs. 16,749",0,Nepal
Samsung A20S Mobile Phone[3 GB RAM /32 GB ROM],//www.daraz.com.np/products/samsung-a20s-mobile-phone3-gb-ram-32-gb-rom-i103052445-s1023827944.html?search=1,https://static-01.daraz.com.np/p/267c327294109628c70cd789350d602d.jpg,20690.00,"Rs. 20,690",0,Nepal
Premiere 1,//www.daraz.com.np/products/premiere-1-i104044444-s1024842807.html?search=1,https://static-01.daraz.com.np/p/77296695d41b2d456f75ed94c9f6e748.jpg,1249.00,"Rs. 1,249",0,Nepal
Tambo 1806 Barphone,//www.daraz.com.np/products/tambo-1806-barphone-i101414442-s1022208353.html?search=1,https://static-01.daraz.com.np/p/28a54de81c5fa5dbe8ec4b926c385ef1.jpg,1200.00,"Rs. 1,200",5,Nepal
Black/Green Diamond D-543 Mobile,//www.daraz.com.np/products/blackgreen-diamond-d-543-mobile-i103720440-s1024428099.html?search=1,https://static-01.daraz.com.np/p/842a0a73548a4a773d6551ffec7c7183.jpg,1300.00,"Rs. 1,300",0,Nepal
OPPO A1K 2GB RAM 32GB ROM,//www.daraz.com.np/products/oppo-a1k-2gb-ram-32gb-rom-i103094817-s1024186624.html?search=1,https://static-01.daraz.com.np/p/fa28cc70e54ded1d70d17e9de4245d4d.jpg,15490.00,"Rs. 15,490",0,Nepal
"Vivo S1 Pro 8GB RAM 128GB ROM 48mp+8mp+2mp+2mpBack, 32mp Front Camera, 6.38inch 4500mAh Battery",//www.daraz.com.np/products/vivo-s1-pro-8gb-ram-128gb-rom-48mp8mp2mp2mpback-32mp-front-camera-638inch-4500mah-battery-i103270812-s1024015713.html?search=1,https://static-01.daraz.com.np/p/5b9ada177d30f58b98e875b4f4fcd8da.jpg,34990.00,"Rs. 34,990",0,Nepal
"Oppo A9 2020 (8 GB RAM,128 GB ROM)",//www.daraz.com.np/products/oppo-a9-2020-8-gb-ram128-gb-rom-i103446811-s1024190541.html?search=1,https://static-01.daraz.com.np/p/c2d8910b0f3f5d0932c3c50c9453b258.jpg,33499.00,"Rs. 33,499",0,Nepal
"NOKIA 110 DS - Black (Dual Sim, 800mAh Battery, 1.77  Display)",//www.daraz.com.np/products/nokia-110-ds-black-dual-sim-800mah-battery-177-display-i103154811-s1023911166.html?search=1,https://static-01.daraz.com.np/p/59b9ee98a448caef7b52405ced21db72.jpg,2499.00,"Rs. 2,499",5,Nepal
"Itel 2163 bar phone ,1.8 display strong bar phone",//www.daraz.com.np/products/itel-2163-bar-phone-18-display-strong-bar-phone-i102952811-s1023693645.html?search=1,https://static-01.daraz.com.np/p/d14ca0aad5b7b71c64c5d19e7e1daf55.jpg,1000.00,"Rs. 1,000",3,Nepal
Doogee X50 (1 GB RAM / 8 GB ROM) 5 Inch Screen,//www.daraz.com.np/products/doogee-x50-1-gb-ram-8-gb-rom-5-inch-screen-i100270519-s1020526738.html?search=1,https://static-01.daraz.com.np/p/1770c25749c91bdb3fb54b6e68dadc26.jpg,8700.00,"Rs. 8,700",0,Nepal
VGO TEL i231 Monile (2000Mah Battery),//www.daraz.com.np/products/vgo-tel-i231-monile-2000mah-battery-i101096512-s1021662879.html?search=1,https://static-01.daraz.com.np/p/2e2d38dce800b7db5e358baa642194df.jpg,999.00,Rs. 999,3,Bagmati
Nokia 150 Barphone,//www.daraz.com.np/products/nokia-150-barphone-i104106511-s1024928597.html?search=1,https://static-01.daraz.com.np/p/7a5cc7dc14eedce32001b698cf81d00c.jpg,3500.00,"Rs. 3,500",0,Nepal
Moto e4+,//www.daraz.com.np/products/moto-e4-i100340511-s1020616722.html?search=1,https://static-01.daraz.com.np/p/6a9627c89c090a0b27e2195d643f2c37.jpg,20990.00,"Rs. 20,990",0,Nepal
Nokia 125  Bar Phone,//www.daraz.com.np/products/nokia-125-bar-phone-i104108548-s1024940177.html?search=1,https://static-01.daraz.com.np/p/611cb181db1db637c7d8016b34e3184d.jpg,3099.00,"Rs. 3,099",0,Nepal
"Colors F026 (FM Radio, 2400mah Big-Battery, MP3/MP4, Torch Light )",//www.daraz.com.np/products/colors-mobile-f026-keypad-bar-phone-with-fm-radio-2400mah-big-battery-mp3mp4-torch-light-i100026548-s1024922621.html?search=1,https://static-01.daraz.com.np/p/62611d95db4f5d997aecc35e545d6044.jpg,1950.00,"Rs. 1,950",3,Nepal
Nokia C-2 / 1 GB / 16 GB/ 5MP,//www.daraz.com.np/products/nokia-c-2-1-gb-16-gb-5mp-i104108544-s1024928587.html?search=1,https://static-01.daraz.com.np/p/867510bab97399cde308a63312f1515a.jpg,9299.00,"Rs. 9,299",0,Nepal
"KECHAODA K10 (32 MB RAM, 32 MB ROM) 0.66 Screen Feature Phone",//www.daraz.com.np/products/kechaoda-k10-32-mb-ram-32-mb-rom-066-screen-feature-phone-i100218543-s1020473599.html?search=1,https://static-01.daraz.com.np/p/de2700f5396883c5a61d5de0d1906eda.jpg,2200.00,"Rs. 2,200",5,Nepal
Colors Cl101 Keypad Phone With Wireless Fm & Vibator,//www.daraz.com.np/products/colors-cl101-keypad-phone-with-wireless-fm-radio-i103462423-s1024198562.html?search=1,https://static-01.daraz.com.np/p/3e7b5f2c2032b5dd9e89a012c754fc2c.jpg,1100.00,"Rs. 1,100",0,Nepal
Apple iPhone 7 Plus 128GB,//www.daraz.com.np/products/apple-iphone-7-plus-128gb-i28274-s1023903042.html?search=1,https://static-01.daraz.com.np/p/e3c77efcf08b45c1e3b4417c30823fb6.jpg,58000.00,"Rs. 58,000",0,Bagmati
"Samsung Galaxy M31 [128GB ROM 64MP + 8MP + 5MP + 5MP rear camera | 32MP front facing camera, 6000mAh Battery]",//www.daraz.com.np/products/samsung-galaxy-m31-128gb-rom-64mp-8mp-5mp-5mp-rear-camera-32mp-front-facing-camera-6000mah-battery-i104064074-s1024862130.html?search=1,https://static-01.daraz.com.np/p/3a4d18d940227633b5caf416bc83dc07.jpg,35699.00,"Rs. 35,699",0,Nepal
Oppo A5S [2GB Ram + 32GB Rom],//www.daraz.com.np/products/oppo-a5s-2gb-ram-32gb-rom-i101260254-s1022002312.html?search=1,https://static-01.daraz.com.np/p/32eea7d7437d3b4747ca35300ae067d9.jpg,16790.00,"Rs. 16,790",4,Nepal
Samsung Galaxy M21 // 48MP (F2.0) Main Camera +8MP (F2.2) Ultra Wide Camera +5MP(F2.2) Depth Camera | 20MP (F2.2) front facing camera,//www.daraz.com.np/products/samsung-galaxy-m21-48mp-f20-main-camera-8mp-f22-ultra-wide-camera-5mpf22-depth-camera-20mp-f22-front-facing-camera-i104056497-s1024838873.html?search=1,https://static-01.daraz.com.np/p/7ad9ce5689577f2f552b8d9be16d96ab.jpg,22999.00,"Rs. 22,999",0,Nepal
Vivo Y12 3GB RAM 64GB Memory 5000mAh Battery with triple Camera,//www.daraz.com.np/products/vivo-y12-3gb-ram-64gb-memory-5000mah-battery-with-triple-camera-i101390767-s1022184696.html?search=1,https://static-01.daraz.com.np/p/079b8bc0e060d63948224aa2b5dbed98.jpg,20961.00,"Rs. 20,961",0,Nepal
"Samsung M21 [4GB//64GB or 6GB//128GB] -48MP Tripple Rear Camera, 6000mAH Monster Battery",//www.daraz.com.np/products/samsung-m21-4gb64gb-or-6gb128gb-48mp-tripple-rear-camera-6000mah-monster-battery-i104068045-s1024862144.html?search=1,https://static-01.daraz.com.np/p/9e3b22078f459eb216e6d7f6c789a083.jpg,27499.00,"Rs. 27,499",0,Nepal
Samsung A21s / 4GB / 64GB,//www.daraz.com.np/products/samsung-a21s-4gb-64gb-i104080140-s1024884568.html?search=1,https://static-01.daraz.com.np/p/f4f42cfda843ea21b288d5fccf6aa132.jpg,24999.00,"Rs. 24,999",0,Nepal
Nokia 105 Barphone Single Sim,//www.daraz.com.np/products/nokia-105-barphone-single-sim-i104106524-s1024936529.html?search=1,https://static-01.daraz.com.np/p/08739692f79c5b3506bacd7b3ec46948.jpg,1799.00,"Rs. 1,799",0,Nepal
Nokia 105 Single Sim (2019) 4Th Edition,//www.daraz.com.np/products/nokia-105-single-sim-2019-4th-edition-i104048524-s1024844349.html?search=1,https://static-01.daraz.com.np/p/fb6a501828b17d2490c91f26cbd42d4a.jpg,2155.00,"Rs. 2,155",0,Nepal
micromax X372,//www.daraz.com.np/products/micromax-x372-i104076521-s1024894126.html?search=1,https://static-01.daraz.com.np/p/b6ac9e377549cb8a03cbc63d69c1b11c.jpg,980.00,Rs. 980,0,Nepal
Nokia 3310,//www.daraz.com.np/products/nokia-3310-i104112520-s1024940201.html?search=1,https://static-01.daraz.com.np/p/456028ec30288b0149561cdc59bf26f0.jpg,5750.00,"Rs. 5,750",0,Nepal
iTel P11 RAM 1 And  ROM 8,//www.daraz.com.np/products/itel-p11-ram-1-and-rom-8-i101404728-s1022208389.html?search=1,https://static-01.daraz.com.np/p/eb73a733f6d6d28c74b26f9b7b88c34e.jpg,10050.00,"Rs. 10,050",0,Nepal
Pearltech Pride 2 Dual Sim 2.4 Display Facebook Compatible Phone,//www.daraz.com.np/products/pearltech-pride-2-dual-sim-24-display-facebook-compatible-phone-i102958725-s1023702101.html?search=1,https://static-01.daraz.com.np/p/8852ac99c9caa0af15cacf024a36b348.jpg,1500.00,"Rs. 1,500",0,Nepal
Salora C1,//www.daraz.com.np/products/salora-c1-i100798725-s1021304400.html?search=1,https://static-01.daraz.com.np/p/aa25953b5a29f98a005c119e8d8cf958.jpg,1700.00,"Rs. 1,700",0,Nepal
Opal Wind E28 2.8  Display 2000 mAH Battery Phone,//www.daraz.com.np/products/opal-wind-e28-28-display-2000-mah-battery-phone-i102959723-s1023700000.html?search=1,https://static-01.daraz.com.np/p/a2d3c3c9691aafc2ff9563697494b0ca.jpg,2000.00,"Rs. 2,000",0,Nepal
ONYX MINI SIM MOBILE PHONE (6850MAH) POWER BANK FUNCTION,//www.daraz.com.np/products/onyx-mini-sim-mobile-phone-6850mah-power-bank-function-i30768-s1021084517.html?search=1,https://static-01.daraz.com.np/p/dc21bbd9896d871e5e1a75156cbe9943.jpg,3000.00,"Rs. 3,000",3,Bagmati
Diamond D632 Dual Sim Phone,//www.daraz.com.np/products/diamond-d632-dual-sim-phone-i102962760-s1023706083.html?search=1,https://static-01.daraz.com.np/p/d2494bab6b1c9f9ad05ac55eaaa029df.jpg,1500.00,"Rs. 1,500",0,Nepal
Vivo Y30 / 4GB / 128GB,//www.daraz.com.np/products/vivo-y30-4gb-128gb-i104078218-s1024872968.html?search=1,https://static-01.daraz.com.np/p/5a43f46f9f87185215f93834f6ca2683.png,24509.00,"Rs. 24,509",0,Nepal
Realme C1 RAM 2 And ROM 16 GB,//www.daraz.com.np/products/realme-c1-ram-2-and-rom-16-gb-i101386218-s1022164804.html?search=1,https://static-01.daraz.com.np/p/9180f9f09857834c3fc966080e183844.jpg,14000.00,"Rs. 14,000",0,Nepal
MAXXAGE RD 01 1200 Black Green Dual SIM Mobile with 1050 MAH Battery with ONE Year Warranty,//www.daraz.com.np/products/maxxage-rd-01-1200-black-green-dual-sim-mobile-with-1050-mah-battery-with-one-year-warranty-i104040214-s1024810850.html?search=1,https://static-01.daraz.com.np/p/fc2ef516a6faca0747c6ca3084652363.jpg,1200.00,"Rs. 1,200",0,Nepal
Mi 10 [8GB RAM // 256GB ROM] - 108MP Quad Camera with OIS,//www.daraz.com.np/products/mi-10-8gb-ram-256gb-rom-108mp-quad-camera-with-ois-i104044849-s1024846635.html?search=1,https://static-01.daraz.com.np/p/3eab9e1ed0c5901fb0151aa03bb62828.jpg,89999.00,"Rs. 89,999",0,Nepal
"Oppo A5s (2GB RAM, 32 GB ROM)",//www.daraz.com.np/products/oppo-a5s-2gb-ram-32-gb-rom-i103450840-s1024198201.html?search=1,https://static-01.daraz.com.np/p/4d111ece8d2c088065bbfd54f959c77d.jpg,16749.00,"Rs. 16,749",0,Nepal
Samsung A20S Mobile Phone[3 GB RAM /32 GB ROM],//www.daraz.com.np/products/samsung-a20s-mobile-phone3-gb-ram-32-gb-rom-i103052445-s1023827944.html?search=1,https://static-01.daraz.com.np/p/267c327294109628c70cd789350d602d.jpg,20690.00,"Rs. 20,690",0,Nepal
Premiere 1,//www.daraz.com.np/products/premiere-1-i104044444-s1024842807.html?search=1,https://static-01.daraz.com.np/p/77296695d41b2d456f75ed94c9f6e748.jpg,1249.00,"Rs. 1,249",0,Nepal
Tambo 1806 Barphone,//www.daraz.com.np/products/tambo-1806-barphone-i101414442-s1022208353.html?search=1,https://static-01.daraz.com.np/p/28a54de81c5fa5dbe8ec4b926c385ef1.jpg,1200.00,"Rs. 1,200",5,Nepal
Black/Green Diamond D-543 Mobile,//www.daraz.com.np/products/blackgreen-diamond-d-543-mobile-i103720440-s1024428099.html?search=1,https://static-01.daraz.com.np/p/842a0a73548a4a773d6551ffec7c7183.jpg,1300.00,"Rs. 1,300",0,Nepal
OPPO A1K 2GB RAM 32GB ROM,//www.daraz.com.np/products/oppo-a1k-2gb-ram-32gb-rom-i103094817-s1024186624.html?search=1,https://static-01.daraz.com.np/p/fa28cc70e54ded1d70d17e9de4245d4d.jpg,15490.00,"Rs. 15,490",0,Nepal
"Vivo S1 Pro 8GB RAM 128GB ROM 48mp+8mp+2mp+2mpBack, 32mp Front Camera, 6.38inch 4500mAh Battery",//www.daraz.com.np/products/vivo-s1-pro-8gb-ram-128gb-rom-48mp8mp2mp2mpback-32mp-front-camera-638inch-4500mah-battery-i103270812-s1024015713.html?search=1,https://static-01.daraz.com.np/p/5b9ada177d30f58b98e875b4f4fcd8da.jpg,34990.00,"Rs. 34,990",0,Nepal
"Oppo A9 2020 (8 GB RAM,128 GB ROM)",//www.daraz.com.np/products/oppo-a9-2020-8-gb-ram128-gb-rom-i103446811-s1024190541.html?search=1,https://static-01.daraz.com.np/p/c2d8910b0f3f5d0932c3c50c9453b258.jpg,33499.00,"Rs. 33,499",0,Nepal
"NOKIA 110 DS - Black (Dual Sim, 800mAh Battery, 1.77  Display)",//www.daraz.com.np/products/nokia-110-ds-black-dual-sim-800mah-battery-177-display-i103154811-s1023911166.html?search=1,https://static-01.daraz.com.np/p/59b9ee98a448caef7b52405ced21db72.jpg,2499.00,"Rs. 2,499",5,Nepal
"Itel 2163 bar phone ,1.8 display strong bar phone",//www.daraz.com.np/products/itel-2163-bar-phone-18-display-strong-bar-phone-i102952811-s1023693645.html?search=1,https://static-01.daraz.com.np/p/d14ca0aad5b7b71c64c5d19e7e1daf55.jpg,1000.00,"Rs. 1,000",3,Nepal
Doogee X50 (1 GB RAM / 8 GB ROM) 5 Inch Screen,//www.daraz.com.np/products/doogee-x50-1-gb-ram-8-gb-rom-5-inch-screen-i100270519-s1020526738.html?search=1,https://static-01.daraz.com.np/p/1770c25749c91bdb3fb54b6e68dadc26.jpg,8700.00,"Rs. 8,700",0,Nepal
VGO TEL i231 Monile (2000Mah Battery),//www.daraz.com.np/products/vgo-tel-i231-monile-2000mah-battery-i101096512-s1021662879.html?search=1,https://static-01.daraz.com.np/p/2e2d38dce800b7db5e358baa642194df.jpg,999.00,Rs. 999,3,Bagmati
Nokia 150 Barphone,//www.daraz.com.np/products/nokia-150-barphone-i104106511-s1024928597.html?search=1,https://static-01.daraz.com.np/p/7a5cc7dc14eedce32001b698cf81d00c.jpg,3500.00,"Rs. 3,500",0,Nepal
Moto e4+,//www.daraz.com.np/products/moto-e4-i100340511-s1020616722.html?search=1,https://static-01.daraz.com.np/p/6a9627c89c090a0b27e2195d643f2c37.jpg,20990.00,"Rs. 20,990",0,Nepal
Nokia 125  Bar Phone,//www.daraz.com.np/products/nokia-125-bar-phone-i104108548-s1024940177.html?search=1,https://static-01.daraz.com.np/p/611cb181db1db637c7d8016b34e3184d.jpg,3099.00,"Rs. 3,099",0,Nepal
"Colors F026 (FM Radio, 2400mah Big-Battery, MP3/MP4, Torch Light )",//www.daraz.com.np/products/colors-mobile-f026-keypad-bar-phone-with-fm-radio-2400mah-big-battery-mp3mp4-torch-light-i100026548-s1024922621.html?search=1,https://static-01.daraz.com.np/p/62611d95db4f5d997aecc35e545d6044.jpg,1950.00,"Rs. 1,950",3,Nepal
Nokia C-2 / 1 GB / 16 GB/ 5MP,//www.daraz.com.np/products/nokia-c-2-1-gb-16-gb-5mp-i104108544-s1024928587.html?search=1,https://static-01.daraz.com.np/p/867510bab97399cde308a63312f1515a.jpg,9299.00,"Rs. 9,299",0,Nepal
"KECHAODA K10 (32 MB RAM, 32 MB ROM) 0.66 Screen Feature Phone",//www.daraz.com.np/products/kechaoda-k10-32-mb-ram-32-mb-rom-066-screen-feature-phone-i100218543-s1020473599.html?search=1,https://static-01.daraz.com.np/p/de2700f5396883c5a61d5de0d1906eda.jpg,2200.00,"Rs. 2,200",5,Nepal
Ziox Surya | 1.8” | Dual Sim | Big Battery 1800 mAh | Full Multimedia |,//www.daraz.com.np/products/ziox-surya-18-dual-sim-big-battery-1800-mah-full-multimedia-i104050541-s1024848180.html?search=1,https://static-01.daraz.com.np/p/afa18c00269f582b2869763accd4cac0.jpg,1500.00,"Rs. 1,500",0,Nepal
Nokia 105 DS Dual sim,//www.daraz.com.np/products/nokia-105-ds-dual-sim-i103181541-s1023919405.html?search=1,https://static-01.daraz.com.np/p/f294a72206709a2f5d04c131ee9f7d92.jpg,1900.00,"Rs. 1,900",4.85714,Nepal
KECHAODA K115 1.44 Inch 460mAh bluetooth Dailer FM With Vibration Dual SIM Card Dual Standby Ultra Thin Mini Card Phone,//www.daraz.com.np/products/kechaoda-k115-144-inch-460mah-bluetooth-dailer-fm-with-vibration-dual-sim-card-dual-standby-ultra-thin-mini-card-phone-i101442541-s1022228446.html?search=1,https://static-01.daraz.com.np/p/74b73af642f92a95674aadd137b007e9.jpg,2100.00,"Rs. 2,100",0,Nepal
"PearlTech UNIQUE 2 Smartphone 6.26 Inch HD+ Display With Water Drop Screen Finger Print Face ID, 2GB Ram 16GB Rom And 1 Year Warrenty",//www.daraz.com.np/products/pearltech-unique-2-smartphone-626-inch-hd-display-with-water-drop-screen-finger-print-face-id-2gb-ram-16gb-rom-and-1-year-warrenty-i103310617-s1024370786.html?search=1,https://static-01.daraz.com.np/p/d5def9fc920aa264c8420c515b5ebe9f.jpg,7999.00,"Rs. 7,999",1,Nepal
Diamond Bar Phone D543,//www.daraz.com.np/products/diamond-bar-phone-d543-i101352099-s1022098076.html?search=1,https://static-01.daraz.com.np/p/bc4a625f034e73f7419b6416979cdbc8.jpg,1050.00,"Rs. 1,050",0,Nepal
Oppo A52 - 4GB RAM 128GB ROM,//www.daraz.com.np/products/oppo-a52-4gb-ram-128gb-rom-i104100098-s1024912182.html?search=1,https://static-01.daraz.com.np/p/10aea1f216220200d20ef8bee1c4ccfe.jpg,29990.00,"Rs. 29,990",0,Nepal
Samsung S20 Ultra -12GB RAM 512GB ROM,//www.daraz.com.np/products/samsung-s20-ultra-12gb-ram-512gb-rom-i104060095-s1024866049.html?search=1,https://static-01.daraz.com.np/p/fcaa328013b49de0b5c3366b653fb846.jpg,159999.00,"Rs. 159,999",0,Nepal
"iVOOMi IV301 Smartphone With 5 Inch Display,1GB Ram 8GB Rom 1 Year Warrenty",//www.daraz.com.np/products/ivoomi-iv301-smartphone-with-5-inch-display1gb-ram-8gb-rom-1-year-warrenty-i103552091-s1024276823.html?search=1,https://static-01.daraz.com.np/p/1a0886a96ffab65fac1431534b1842ee.jpg,5490.00,"Rs. 5,490",0,Nepal
Diamond I1 4GB Internal Face Unlock 5.0  Display 1800mAH Smart Phone,//www.daraz.com.np/products/diamond-i1-4gb-internal-face-unlock-50-display-1800mah-smart-phone-i102962649-s1023700936.html?search=1,https://static-01.daraz.com.np/p/a1d6068e7aec10243a2b231cac64acd6.jpg,6000.00,"Rs. 6,000",0,Nepal
"VITU CRO 1 4G Smartphone With, 6.26 Inch Display,Water Drop Screen,Face ID, 2GB Ram 16GB Rom",//www.daraz.com.np/products/vitu-cro-1-4g-smartphone-with-626-inch-displaywater-drop-screenface-id-2gb-ram-16gb-rom-i103139648-s1023896386.html?search=1,https://static-01.daraz.com.np/p/30dae6ca651b84b4f06bf6aacc4ae34c.jpg,6390.00,"Rs. 6,390",3.4,Nepal
itel A 23 RAM 1 And ROM 8,//www.daraz.com.np/products/itel-a-23-ram-1-and-rom-8-i101368645-s1022158391.html?search=1,https://static-01.daraz.com.np/p/2d2a39eb87bb7b8ab64210143aacf787.jpg,9500.00,"Rs. 9,500",0,Nepal
"Nokia C1 Dual Sim (Ram-1Gb, Rom-16Gb, 5.45 Display)",//www.daraz.com.np/products/nokia-c1-dual-sim-ram-1gb-rom-16gb-545-display-i104094989-s1024914688.html?search=1,https://static-01.daraz.com.np/p/fa015e3817847560746459a7634ea420.jpg,7199.00,"Rs. 7,199",0,Nepal
